Date,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Weekday,Daily_Perf
2019-05-31 00:00:00+08:00,2019-05-31,27.453362444321886,27.649457890352757,27.061171552260145,27.257266998291016,55043,0.0,0.0,4,
2019-06-03 00:00:00+08:00,2019-06-03,27.061169246460988,27.335701650640527,26.747415362673983,27.218046188354492,95695,0.0,0.0,0,-0.0014389120500959418
2019-06-04 00:00:00+08:00,2019-06-04,27.218048507520653,27.296485489061382,26.982734570719416,27.257266998291016,33580,0.0,0.0,1,0.001440985501498071
2019-06-05 00:00:00+08:00,2019-06-05,27.296485489061382,27.531799425862616,27.178830016750286,27.257266998291016,122000,0.0,0.0,2,0.0
2019-06-06 00:00:00+08:00,2019-06-06,27.453357759137937,27.453357759137937,26.865071521442122,27.17882537841797,116300,0.0,0.0,3,-0.0028778241001918836
2019-06-10 00:00:00+08:00,2019-06-10,27.061169246460988,27.414141617676673,26.865073817138807,27.218046188354492,217563,0.0,0.0,0,0.0014430649371501847
2019-06-11 00:00:00+08:00,2019-06-11,27.10038865293239,27.296484088904666,26.982733186656365,27.02195167541504,272321,0.0,0.0,1,-0.007204577124398925
2019-06-12 00:00:00+08:00,2019-06-12,27.061169680652466,27.374923569473594,26.512101871304907,26.59054183959961,171218,0.0,0.0,2,-0.015965161991164822
2019-06-13 00:00:00+08:00,2019-06-13,26.19834983150593,26.472882228111153,26.19834983150593,26.27678680419922,60259,0.0,0.0,3,-0.011799497629383926
2019-06-14 00:00:00+08:00,2019-06-14,26.668980057479253,26.747417037247306,26.668980057479253,26.70819854736328,87000,0.0,0.0,4,0.01641797935107947
2019-06-17 00:00:00+08:00,2019-06-17,26.865075499078365,26.904293988962394,26.668980057479253,26.70819854736328,40174,0.0,0.0,0,0.0
2019-06-18 00:00:00+08:00,2019-06-18,26.904292412107566,26.904292412107566,26.276787634204123,26.355224609375,204340,0.0,0.0,1,-0.013215939568605894
2019-06-19 00:00:00+08:00,2019-06-19,26.668981141013568,26.904295082057278,26.55132267440216,26.629762649536133,132679,0.0,0.0,2,0.010416835531861679
2019-06-20 00:00:00+08:00,2019-06-20,26.629761155498272,26.78663810478568,26.472884206210868,26.66897964477539,154805,0.0,0.0,3,0.0014726753578460094
2019-06-21 00:00:00+08:00,2019-06-21,26.786638519310312,26.82585700919434,26.551321595648194,26.70819854736328,79699,0.0,0.0,4,0.0014705812937081397
2019-06-24 00:00:00+08:00,2019-06-24,26.66897964477539,26.747416623329627,26.39444722765663,26.66897964477539,81191,0.0,0.0,0,-0.0014684218599896326
2019-06-25 00:00:00+08:00,2019-06-25,26.590540844441094,26.590540844441094,26.35522394054263,26.394445419311523,38000,0.0,0.0,1,-0.010294140575327515
2019-06-26 00:00:00+08:00,2019-06-26,26.668977652023088,26.668977652023088,26.27678680419922,26.27678680419922,94000,0.0,0.0,2,-0.004457703628287679
2019-06-27 00:00:00+08:00,2019-06-27,26.198354721069336,26.55132415624475,26.002259260558873,26.198354721069336,223288,0.0,0.0,3,-0.0029848429990438907
2019-06-28 00:00:00+08:00,2019-06-28,26.237573214735573,26.35522869573429,26.159133235223827,26.198354721069336,66000,0.0,0.0,4,0.0
2019-07-02 00:00:00+08:00,2019-07-02,26.472881808136812,26.51210029386128,26.237567901611328,26.237567901611328,98000,0.0,0.0,1,0.0014967802733985014
2019-07-03 00:00:00+08:00,2019-07-03,26.433668675246036,26.472887168912273,26.11991474155759,26.198354721069336,76469,0.0,0.0,2,-0.0014945432705134598
