Date,Close
2023-05-17 00:00:00+08:00,1.099673867225647
2023-05-18 00:00:00+08:00,1.1069564819335938
2023-05-19 00:00:00+08:00,1.1069564819335938
2023-05-22 00:00:00+08:00,1.0923912525177002
2023-05-23 00:00:00+08:00,1.0923912525177002
2023-05-24 00:00:00+08:00,1.0778261423110962
2023-05-25 00:00:00+08:00,1.0414130687713623
2023-05-29 00:00:00+08:00,1.085108757019043
2023-05-30 00:00:00+08:00,1.1360869407653809
2023-05-31 00:00:00+08:00,1.1215217113494873
2023-06-01 00:00:00+08:00,1.1142390966415405
2023-06-02 00:00:00+08:00,1.128804326057434
2023-06-05 00:00:00+08:00,1.128804326057434
2023-06-06 00:00:00+08:00,1.1215217113494873
2023-06-07 00:00:00+08:00,1.194347858428955
2023-06-08 00:00:00+08:00,1.165217399597168
2023-06-09 00:00:00+08:00,1.1797826290130615
2023-06-12 00:00:00+08:00,1.1506521701812744
2023-06-13 00:00:00+08:00,1.165217399597168
2023-06-14 00:00:00+08:00,1.1579347848892212
2023-06-15 00:00:00+08:00,1.1797826290130615
2023-06-16 00:00:00+08:00,1.2016304731369019
2023-06-19 00:00:00+08:00,1.194347858428955
2023-06-20 00:00:00+08:00,1.2016304731369019
2023-06-21 00:00:00+08:00,1.2526087760925293
2023-06-23 00:00:00+08:00,1.230760931968689
2023-06-26 00:00:00+08:00,1.2598912715911865
2023-06-27 00:00:00+08:00,1.2453261613845825
2023-06-28 00:00:00+08:00,1.2161955833435059
2023-06-29 00:00:00+08:00,1.208912968635559
2023-06-30 00:00:00+08:00,1.1725000143051147
2023-07-03 00:00:00+08:00,1.1725000143051147
2023-07-04 00:00:00+08:00,1.1870652437210083
2023-07-05 00:00:00+08:00,1.1870652437210083
2023-07-06 00:00:00+08:00,1.1725000143051147
2023-07-07 00:00:00+08:00,1.208912968635559
2023-07-10 00:00:00+08:00,1.2016304731369019
2023-07-11 00:00:00+08:00,1.2526087760925293
2023-07-12 00:00:00+08:00,1.2598912715911865
2023-07-13 00:00:00+08:00,1.310869574546814
2023-07-14 00:00:00+08:00,1.2817391157150269
2023-07-18 00:00:00+08:00,1.27445650100708
2023-07-19 00:00:00+08:00,1.2817391157150269
2023-07-20 00:00:00+08:00,1.2817391157150269
2023-07-21 00:00:00+08:00,1.2890217304229736
2023-07-24 00:00:00+08:00,1.2817391157150269
2023-07-25 00:00:00+08:00,1.310869574546814
2023-07-26 00:00:00+08:00,1.3181521892547607
2023-07-27 00:00:00+08:00,1.3254348039627075
2023-07-28 00:00:00+08:00,1.340000033378601
2023-07-31 00:00:00+08:00,1.3691304922103882
2023-08-01 00:00:00+08:00,1.3545652627944946
2023-08-02 00:00:00+08:00,1.340000033378601
2023-08-03 00:00:00+08:00,1.3764129877090454
2023-08-04 00:00:00+08:00,1.3691304922103882
2023-08-07 00:00:00+08:00,1.3836956024169922
2023-08-08 00:00:00+08:00,1.3764129877090454
2023-08-09 00:00:00+08:00,1.3764129877090454
2023-08-10 00:00:00+08:00,1.3545652627944946
2023-08-11 00:00:00+08:00,1.3472826480865479
2023-08-14 00:00:00+08:00,1.3545652627944946
2023-08-15 00:00:00+08:00,1.3618478775024414
2023-08-16 00:00:00+08:00,1.3618478775024414
2023-08-17 00:00:00+08:00,1.3472826480865479
2023-08-18 00:00:00+08:00,1.340000033378601
2023-08-21 00:00:00+08:00,1.3254348039627075
2023-08-22 00:00:00+08:00,1.340000033378601
2023-08-23 00:00:00+08:00,1.3799999952316284
2023-08-24 00:00:00+08:00,1.3300000429153442
2023-08-25 00:00:00+08:00,1.3300000429153442
2023-08-28 00:00:00+08:00,1.3200000524520874
2023-08-29 00:00:00+08:00,1.350000023841858
2023-08-30 00:00:00+08:00,1.4500000476837158
2023-08-31 00:00:00+08:00,1.4299999475479126
2023-09-04 00:00:00+08:00,1.399999976158142
