Date,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Weekday,Daily_Perf
2019-05-31 00:00:00+08:00,2019-05-31,0.5929811000823975,0.5929811000823975,0.5929811000823975,0.5929811000823975,0,0.0,0.0,4,
2019-06-03 00:00:00+08:00,2019-06-03,0.5845099091529846,0.5929810592071959,0.5845099091529846,0.5845099091529846,60000,0.0,0.0,0,-0.01428576885205235
2019-06-04 00:00:00+08:00,2019-06-04,0.5845099596308542,0.635336914837539,0.5845099596308542,0.6183946132659912,154000,0.0,0.0,1,0.05797113715678326
2019-06-05 00:00:00+08:00,2019-06-05,0.6268656849861145,0.6268656849861145,0.6183945352687944,0.6268656849861145,66000,0.0,0.0,2,0.013698488858730817
2019-06-06 00:00:00+08:00,2019-06-06,0.6447761946424191,0.6447761946424191,0.6447761946424191,0.6358209252357483,40000,0.04,0.0,3,0.014285740094119426
2019-06-10 00:00:00+08:00,2019-06-10,0.6268656849861145,0.6268656849861145,0.6268656849861145,0.6268656849861145,0,0.0,0.0,0,-0.01408453212878047
2019-06-11 00:00:00+08:00,2019-06-11,0.6268656849861145,0.6268656849861145,0.6268656849861145,0.6268656849861145,0,0.0,0.0,1,0.0
2019-06-12 00:00:00+08:00,2019-06-12,0.6268656849861145,0.6268656849861145,0.6268656849861145,0.6268656849861145,0,0.0,0.0,2,0.0
2019-06-13 00:00:00+08:00,2019-06-13,0.6268656849861145,0.6268656849861145,0.6268656849861145,0.6268656849861145,0,0.0,0.0,3,0.0
2019-06-14 00:00:00+08:00,2019-06-14,0.6268656849861145,0.6268656849861145,0.6268656849861145,0.6268656849861145,0,0.0,0.0,4,0.0
2019-06-17 00:00:00+08:00,2019-06-17,0.6268656710647389,0.6626865863800049,0.6268656710647389,0.6626865863800049,36000,0.0,0.0,0,0.05714286529287982
2019-06-18 00:00:00+08:00,2019-06-18,0.6358209252357483,0.6358209252357483,0.6358209252357483,0.6358209252357483,0,0.0,0.0,1,-0.040540523524118854
2019-06-19 00:00:00+08:00,2019-06-19,0.6358209252357483,0.6358209252357483,0.6358209252357483,0.6358209252357483,6000,0.0,0.0,2,0.0
2019-06-20 00:00:00+08:00,2019-06-20,0.6358209252357483,0.6358209252357483,0.6358209252357483,0.6358209252357483,24000,0.0,0.0,3,0.0
2019-06-21 00:00:00+08:00,2019-06-21,0.6268656808592578,0.6447761654853821,0.6268656808592578,0.6447761654853821,65500,0.0,0.0,4,0.014084532128780358
2019-06-24 00:00:00+08:00,2019-06-24,0.6268656849861145,0.6268656849861145,0.6179104693027451,0.6268656849861145,46000,0.0,0.0,0,-0.027777826566812824
2019-06-25 00:00:00+08:00,2019-06-25,0.6268656957662337,0.6268656957662337,0.6089552640914917,0.6089552640914917,56000,0.0,0.0,1,-0.028571385104640967
2019-06-26 00:00:00+08:00,2019-06-26,0.6089552771476298,0.6447761946424191,0.6089552771476298,0.6358209252357483,148000,0.0,0.0,2,0.04411762690702381
