Date,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Weekday,Daily_Perf
2019-06-13 00:00:00+08:00,2019-06-13,1.9204328311714347,2.144999542259236,1.9204328311714347,2.0443317890167236,205688040,0.0,0.0,3,
2019-06-14 00:00:00+08:00,2019-06-14,2.0520753733229635,2.330847785601901,2.044331700332541,2.199205160140991,148031000,0.0,0.0,4,0.07575745383226562
2019-06-17 00:00:00+08:00,2019-06-17,2.253410835981163,2.2688981804519304,2.075306189943629,2.0985372066497803,31714000,0.0,0.0,0,-0.04577469865738093
2019-06-18 00:00:00+08:00,2019-06-18,2.1140245511205475,2.175973929003617,2.052075173237478,2.0985372066497803,16184000,0.0,0.0,1,0.0
2019-06-19 00:00:00+08:00,2019-06-19,2.144999561816373,2.152743235213323,2.0907938480377197,2.0907938480377197,11762000,0.0,0.0,2,-0.0036898838807926104
2019-06-20 00:00:00+08:00,2019-06-20,2.098537057342192,2.129511744079927,2.044331355551156,2.1140244007110596,18724000,0.0,0.0,3,0.011110876710844764
2019-06-21 00:00:00+08:00,2019-06-21,2.1217682233559314,2.1217682233559314,2.059818845472862,2.0985372066497803,6218000,0.0,0.0,4,-0.007325929661015307
2019-06-24 00:00:00+08:00,2019-06-24,2.106281428220791,2.106281428220791,2.0598193826908027,2.067563056945801,5320000,0.0,0.0,0,-0.01475987635855569
2019-06-25 00:00:00+08:00,2019-06-25,2.0675628089957647,2.075306482322112,2.0288442577402943,2.0443317890167236,6813000,0.0,0.0,1,-0.011236062596027607
2019-06-26 00:00:00+08:00,2019-06-26,2.0365879971041068,2.1527430902358446,2.0365879971041068,2.129512071609497,11093000,0.0,0.0,2,0.04166656462048324
2019-06-27 00:00:00+08:00,2019-06-27,2.1295120188753116,2.253410966438051,2.1295120188753116,2.183717727661133,29122000,0.0,0.0,3,0.025454495785349973
2019-06-28 00:00:00+08:00,2019-06-28,2.183717445870963,2.183717445870963,2.1062807290266257,2.1140244007110596,8644000,0.0,0.0,4,-0.03191498885925981
2019-07-02 00:00:00+08:00,2019-07-02,2.129512215022472,2.152743235213323,2.0830501746407695,2.0907938480377197,6818000,0.0,0.0,1,-0.010988781712039875
2019-07-03 00:00:00+08:00,2019-07-03,2.0907935593759404,2.160486610326444,2.0830498870481065,2.1449992656707764,7158600,0.0,0.0,2,0.025925759100511092
2019-07-04 00:00:00+08:00,2019-07-04,2.1449994940356216,2.1604868403401314,2.1062811282743477,2.1217684745788574,4212000,0.0,0.0,3,-0.010830209344922181
2019-07-05 00:00:00+08:00,2019-07-05,2.1217686106886244,2.1217686106886244,2.052075547847577,2.059819221496582,6592000,0.0,0.0,4,-0.029196990069602857
2019-07-08 00:00:00+08:00,2019-07-08,2.0598192273471088,2.0598192273471088,1.9978696533553675,2.005613327026367,7158400,0.0,0.0,0,-0.026315850393332618
2019-07-09 00:00:00+08:00,2019-07-09,1.9978695483741868,2.0133568949023797,1.9436638355255127,1.9436638355255127,4503000,0.0,0.0,1,-0.03088805337801792
2019-07-10 00:00:00+08:00,2019-07-10,1.9514070907219416,1.9746381055372393,1.8352518320217592,1.8507393598556519,10760000,0.0,0.0,2,-0.047808923524440994
2019-07-11 00:00:00+08:00,2019-07-11,1.8507395354560559,1.897201569495025,1.8507395354560559,1.8817142248153687,3063000,0.0,0.0,3,0.01673648144714046
2019-07-12 00:00:00+08:00,2019-07-12,1.889457717881148,1.889457717881148,1.8429956882505527,1.8507393598556519,3860000,0.0,0.0,4,-0.01646098251861594
2019-07-15 00:00:00+08:00,2019-07-15,1.8429960018564915,1.8429960018564915,1.773302760927837,1.7887901067733765,4158000,0.0,0.0,0,-0.033472705247435286
2019-07-16 00:00:00+08:00,2019-07-16,1.7965337125802718,1.7965337125802718,1.719096986245496,1.7345843315124512,6607000,0.0,0.0,1,-0.03030303838089854
2019-07-17 00:00:00+08:00,2019-07-17,1.7268406224582729,1.9126889463657373,1.695865932577648,1.8662269115447998,11127000,0.0,0.0,2,0.07589286818794472
2019-07-18 00:00:00+08:00,2019-07-18,1.8972016014254247,1.9204326188358933,1.8507395666044875,1.8662269115447998,4213000,0.0,0.0,3,0.0
2019-07-19 00:00:00+08:00,2019-07-19,1.8739705489196723,1.8739705489196723,1.8120209856948846,1.8275083303451538,3122000,0.0,0.0,4,-0.020746984710233396
2019-07-22 00:00:00+08:00,2019-07-22,1.8120211259122632,1.8197647988366168,1.6958660320469598,1.7036097049713135,7204000,0.0,0.0,0,-0.06779647639167807
2019-07-23 00:00:00+08:00,2019-07-23,1.7190969952655366,1.7578153586360785,1.664891286546778,1.6726349592208862,13841000,0.0,0.0,1,-0.01818183217672431
2019-07-24 00:00:00+08:00,2019-07-24,1.6803786644223289,1.6958660100703364,1.6571476459503174,1.6571476459503174,9716000,0.0,0.0,2,-0.009259230883098879
2019-07-25 00:00:00+08:00,2019-07-25,1.657147634288416,1.6726349798274338,1.5564797036610776,1.5797107219696045,20290000,0.0,0.0,3,-0.04672904322674609
2019-07-26 00:00:00+08:00,2019-07-26,1.5719669618288552,1.5951979788461828,1.5564796171506368,1.564223289489746,3727000,0.0,0.0,4,-0.009803967438132277
2019-07-29 00:00:00+08:00,2019-07-29,1.5564797036610776,1.5797107219696045,1.4867865564236358,1.5797107219696045,7528000,0.0,0.0,0,0.00990103688132038
2019-07-30 00:00:00+08:00,2019-07-30,1.5874543002386532,1.6339163340898426,1.5719669556215903,1.626172661781311,5753000,0.0,0.0,1,0.029411675926195535
2019-07-31 00:00:00+08:00,2019-07-31,1.626172681000501,1.626172681000501,1.5642233018000897,1.5874543190002441,2295000,0.0,0.0,2,-0.02380949064698623
2019-08-01 00:00:00+08:00,2019-08-01,1.587454458740273,1.6416601703122393,1.5487360933317258,1.6339164972305298,4128000,0.0,0.0,3,0.029268356055465405
2019-08-02 00:00:00+08:00,2019-08-02,1.579710952577502,1.602941974277318,1.5487362569777468,1.5564799308776855,4664000,0.0,0.0,4,-0.0473932214308983
2019-08-05 00:00:00+08:00,2019-08-05,1.5487361251655574,1.5487361251655574,1.4712993004449062,1.4945303201675415,3239000,0.0,0.0,0,-0.03980109828670342
2019-08-06 00:00:00+08:00,2019-08-06,1.448068304021004,1.4635556507519452,1.3783751514199016,1.4558119773864746,6099000,0.0,0.0,1,-0.02590669607607987
